,date,month,year,adjclose,pct_change
1,2019-08-01,8,2019,81.27999877929688,-0.08745931225123849
2,2019-09-01,9,2019,58.310001373291016,-0.2826033187866709
3,2019-10-01,10,2019,49.90999984741211,-0.14405764582482994
4,2019-11-01,11,2019,58.0,0.16209176873013686
5,2019-12-01,12,2019,49.869998931884766,-0.1401724322088833
6,2020-01-01,1,2020,61.09000015258789,0.2249849901947667
7,2020-02-01,2,2020,59.63999938964844,-0.023735484683544028
8,2020-03-01,3,2020,55.68000030517578,-0.06639837567067419
9,2020-04-01,4,2020,67.66000366210938,0.21515810508751
10,2020-05-01,5,2020,87.80999755859375,0.297812486045854
11,2020-06-01,6,2020,100.29000091552734,0.1421250848868998
12,2020-07-01,7,2020,113.19999694824219,0.12872665185823196
13,2020-08-01,8,2020,125.7300033569336,0.11068910553434397
14,2020-09-01,9,2020,137.32000732421875,0.09218168820358974
15,2020-10-01,10,2020,123.83999633789062,-0.09816494514525631
16,2020-11-01,11,2020,153.27999877929688,0.237726124935282
17,2020-12-01,12,2020,211.82000732421875,0.3819155076404446
18,2021-01-01,1,2021,215.8000030517578,0.018789517467286077
19,2021-02-01,2,2021,216.0,0.0009267699046056066
20,2021-03-01,3,2021,182.50999450683594,-0.15504632172761135
21,2021-04-01,4,2021,208.50999450683594,0.14245795179740783
22,2021-05-01,5,2021,222.14999389648438,0.06541652558146915
23,2021-06-01,6,2021,251.30999755859375,0.13126268045587763
24,2021-07-01,7,2021,253.61000061035156,0.009152055525453395
25,2021-08-01,8,2021,281.0,0.1080004705008879
26,2021-09-01,9,2021,245.77999877929688,-0.12533808263595414
27,2021-10-01,10,2021,281.79998779296875,0.14655378465526292
28,2021-11-01,11,2021,217.13999938964844,-0.22945348191719706
29,2021-12-01,12,2021,204.75,-0.057059958664801846
30,2022-01-01,1,2022,180.63999938964844,-0.11775336073431775
31,2022-02-01,2,2022,195.2100067138672,0.08065770246594495
32,2022-03-01,3,2022,227.0800018310547,0.1632600482612634
33,2022-04-01,4,2022,235.22000122070312,0.03584639476841511
34,2022-04-18,4,2022,225.99000549316406,-0.03923984218875465
