,date,month,year,adjclose,pct_change
1,2014-11-01,11,2014,41.31999969482422,0.17120184593293564
2,2014-12-01,12,2014,39.650001525878906,-0.040416219295241085
3,2015-01-01,1,2015,33.869998931884766,-0.145775595751784
4,2015-02-01,2,2015,59.27000045776367,0.7499262570678054
5,2015-03-01,3,2015,55.56999969482422,-0.06242619764405277
6,2015-04-01,4,2015,62.95000076293945,0.13280549052805934
7,2015-05-01,5,2015,62.189998626708984,-0.01207310765717906
8,2015-06-01,6,2015,62.81999969482422,0.010130263418990815
9,2015-07-01,7,2015,59.130001068115234,-0.058739233438949046
10,2015-08-01,8,2015,51.04999923706055,-0.13664809208690643
11,2015-09-01,9,2015,50.13999938964844,-0.01782565839396688
12,2015-10-01,10,2015,49.63999938964844,-0.009972078302482479
13,2015-11-01,11,2015,43.290000915527344,-0.12792100226023118
14,2015-12-01,12,2015,45.13999938964844,0.04273500658341489
15,2016-01-01,1,2016,43.58000183105469,-0.03455909569532445
16,2016-02-01,2,2016,37.470001220703125,-0.14020193560427152
17,2016-03-01,3,2016,42.630001068115234,0.1377101595758976
18,2016-04-01,4,2016,40.84000015258789,-0.04198922990096199
19,2016-05-01,5,2016,45.41999816894531,0.1121449069354914
20,2016-06-01,6,2016,48.59000015258789,0.0697930891994174
21,2016-07-01,7,2016,56.38999938964844,0.16052684117238303
22,2016-08-01,8,2016,52.79999923706055,-0.06366377356703623
23,2016-09-01,9,2016,49.56999969482422,-0.061174234638419756
24,2016-10-01,10,2016,46.75,-0.05688924172252241
25,2016-11-01,11,2016,51.0099983215332,0.09112295874937337
26,2016-12-01,12,2016,45.5,-0.10801800632891279
27,2017-01-01,1,2017,53.060001373291016,0.16615387633606638
28,2017-02-01,2,2017,50.58000183105469,-0.04673953030624489
29,2017-03-01,3,2017,50.869998931884766,0.005733433972555213
30,2017-04-01,4,2017,52.90999984741211,0.04010224018795272
31,2017-05-01,5,2017,49.0099983215332,-0.07371010276178747
32,2017-06-01,6,2017,49.95000076293945,0.019179809704120032
33,2017-07-01,7,2017,41.68000030517578,-0.16556557220114443
34,2017-08-01,8,2017,40.0099983215332,-0.04006722580170419
35,2017-09-01,9,2017,41.0,0.024743857035704586
36,2017-10-01,10,2017,42.369998931884766,0.033414608094750387
37,2017-11-01,11,2017,47.060001373291016,0.11069158743539353
38,2017-12-01,12,2017,41.38999938964844,-0.12048452652320996
39,2018-01-01,1,2018,43.279998779296875,0.04566318959939686
40,2018-02-01,2,2018,49.5099983215332,0.14394638904695323
41,2018-03-01,3,2018,51.02000045776367,0.030498933294726527
42,2018-04-01,4,2018,54.959999084472656,0.07722459018734562
43,2018-05-01,5,2018,60.849998474121094,0.10716884075262811
44,2018-06-01,6,2018,62.959999084472656,0.03467544228861286
45,2018-07-01,7,2018,60.709999084472656,-0.03573697637735351
46,2018-08-01,8,2018,75.41999816894531,0.242299445005838
47,2018-09-01,9,2018,79.83999633789062,0.05860512166871512
48,2018-10-01,10,2018,68.26000213623047,-0.14504001418853396
49,2018-11-01,11,2018,74.13999938964844,0.08614118179608199
50,2018-12-01,12,2018,74.13999938964844,0.0
51,2019-01-01,1,2019,87.76000213623047,0.18370653977215534
52,2019-02-01,2,2019,109.7699966430664,0.25079756120185226
53,2019-03-01,3,2019,119.05000305175781,0.08454046362838774
54,2019-04-01,4,2019,128.92999267578125,0.08299025090934298
55,2019-05-01,5,2019,132.0500030517578,0.024199259700746323
56,2019-06-01,6,2019,127.83999633789062,-0.031881913037268506
57,2019-07-01,7,2019,138.8800048828125,0.0863580167488609
58,2019-08-01,8,2019,112.33999633789062,-0.19110028522332234
59,2019-09-01,9,2019,99.81999969482422,-0.11144736559728363
60,2019-10-01,10,2019,101.58000183105469,0.017631758581559298
61,2019-11-01,11,2019,122.55000305175781,0.2064382835469909
62,2019-12-01,12,2019,116.58000183105469,-0.048714819029272105
63,2020-01-01,1,2020,138.22999572753906,0.1857093288423437
64,2020-02-01,2,2020,104.69999694824219,-0.24256673526480343
65,2020-03-01,3,2020,85.55999755859375,-0.1828080224215305
66,2020-04-01,4,2020,98.76000213623047,0.1542777577640415
67,2020-05-01,5,2020,103.77999877929688,0.0508302605759543
68,2020-06-01,6,2020,99.2699966430664,-0.04345733464327395
69,2020-07-01,7,2020,117.83999633789062,0.18706558197633671
70,2020-08-01,8,2020,110.5,-0.0622878187881486
71,2020-09-01,9,2020,103.41999816894531,-0.06407241476067593
72,2020-10-01,10,2020,99.1500015258789,-0.04128792031199813
73,2020-11-01,11,2020,114.87000274658203,0.1585476649397739
74,2020-12-01,12,2020,161.58999633789062,0.406720575208646
75,2021-01-01,1,2021,160.25,-0.008292569888352808
76,2021-02-01,2,2021,146.8300018310547,-0.08374413833975236
77,2021-03-01,3,2021,129.33999633789062,-0.11911738251756199
78,2021-04-01,4,2021,140.5,0.08628424291086834
79,2021-05-01,5,2021,126.54000091552734,-0.09935942408877341
80,2021-06-01,6,2021,130.27000427246094,0.029476871581687325
81,2021-07-01,7,2021,142.02999877929688,0.09027400108347128
82,2021-08-01,8,2021,167.94000244140625,0.18242627532773148
83,2021-09-01,9,2021,157.82000732421875,-0.06025958657895303
84,2021-10-01,10,2021,180.11000061035156,0.14123680301408936
85,2021-11-01,11,2021,172.85000610351562,-0.040308669603206226
86,2021-12-01,12,2021,173.27999877929688,0.0024876636424515652
87,2022-01-01,1,2022,137.14999389648438,-0.20850649317484438
88,2022-02-01,2,2022,170.13999938964844,0.24053960598834356
89,2022-03-01,3,2022,168.75,-0.008169739006905208
