,date,month,year,adjclose,pct_change
1,2019-11-01,11,2019,22.43000030517578,0.34231008582270306
2,2019-12-01,12,2019,24.299999237060547,0.0833704372020565
3,2020-01-01,1,2020,24.25,-0.0020575818366401766
4,2020-02-01,2,2020,23.139999389648438,-0.04577322104542525
5,2020-03-01,3,2020,20.020000457763672,-0.1348314180717084
6,2020-04-01,4,2020,24.920000076293945,0.24475522010440676
7,2020-05-01,5,2020,28.309999465942383,0.1360352880926874
8,2020-06-01,6,2020,32.09000015258789,0.13352175054587834
9,2020-07-01,7,2020,34.36000061035156,0.0707385617628491
10,2020-08-01,8,2020,34.470001220703125,0.003201414679789627
11,2020-09-01,9,2020,31.209999084472656,-0.0945750513716973
12,2020-10-01,10,2020,27.690000534057617,-0.11278432084819512
13,2020-11-01,11,2020,22.489999771118164,-0.18779345116095814
14,2020-12-01,12,2020,28.639999389648438,0.2734548546518063
15,2021-01-01,1,2021,29.90999984741211,0.04434359234737606
16,2021-02-01,2,2021,23.43000030517578,-0.21664993565009982
17,2021-03-01,3,2021,21.93000030517578,-0.06402048572183094
18,2021-04-01,4,2021,24.280000686645508,0.10715915863052206
19,2021-05-01,5,2021,24.110000610351562,-0.007001650390703995
20,2021-06-01,6,2021,22.899999618530273,-0.05018668441268215
21,2021-07-01,7,2021,22.06999969482422,-0.03624453875686673
22,2021-08-01,8,2021,25.950000762939453,0.1758043100030109
23,2021-09-01,9,2021,24.56999969482422,-0.05317923034846639
24,2021-10-01,10,2021,28.329999923706055,0.15303216424841448
25,2021-11-01,11,2021,23.809999465942383,-0.15954819872701143
26,2021-12-01,12,2021,22.8799991607666,-0.039059232508847574
27,2022-01-01,1,2022,19.790000915527344,-0.13505237581205076
28,2022-02-01,2,2022,21.040000915527344,0.06316321082225129
29,2022-03-01,3,2022,27.43000030517578,0.30370718211008585
30,2022-04-01,4,2022,29.56999969482422,0.07801674684067139
31,2022-04-18,4,2022,28.645000457763672,-0.0312816789518755
