,date,month,year,adjclose,pct_change
1,2012-09-01,9,2012,61.56999969482422,-0.04364705931149393
2,2012-10-01,10,2012,54.97999954223633,-0.10703264877784091
3,2012-11-01,11,2012,54.41999816894531,-0.010185547070818313
4,2012-12-01,12,2012,53.52000045776367,-0.01653799598426342
5,2013-01-01,1,2013,55.36000061035156,0.03437967370796202
6,2013-02-01,2,2013,61.130001068115234,0.10422688573245353
7,2013-03-01,3,2013,56.599998474121094,-0.07410440888012582
8,2013-04-01,4,2013,54.099998474121094,-0.04416961249818874
9,2013-05-01,5,2013,48.52000045776367,-0.10314229526321761
10,2013-06-01,6,2013,42.15999984741211,-0.1310799783666099
11,2013-07-01,7,2013,48.939998626708984,0.16081591090691272
12,2013-08-01,8,2013,48.02000045776367,-0.018798491924011285
13,2013-09-01,9,2013,45.81999969482422,-0.045814259516188005
14,2013-10-01,10,2013,42.15999984741211,-0.07987777982952582
15,2013-11-01,11,2013,49.95000076293945,0.18477231839946295
16,2013-12-01,12,2013,57.470001220703125,0.15055055741546974
17,2014-01-01,1,2014,59.45000076293945,0.034452749263611526
18,2014-02-01,2,2014,71.1500015258789,0.19680404731353884
19,2014-03-01,3,2014,68.5999984741211,-0.03583981724624863
20,2014-04-01,4,2014,63.58000183105469,-0.07317779525840906
21,2014-05-01,5,2014,74.91000366210938,0.17820071570870444
22,2014-06-01,6,2014,83.8499984741211,0.11934313676363772
23,2014-07-01,7,2014,80.86000061035156,-0.03565888990078325
24,2014-08-01,8,2014,84.98999786376953,0.05107589935992718
25,2014-09-01,9,2014,98.0999984741211,0.15425345263998702
26,2014-10-01,10,2014,105.69999694824219,0.07747195303092669
27,2014-11-01,11,2014,123.0,0.16367079991713762
28,2014-12-01,12,2014,122.56999969482422,-0.0034959374404535115
29,2015-01-01,1,2015,126.38999938964844,0.031165861991802934
30,2015-02-01,2,2015,142.22000122070312,0.1252472656657928
31,2015-03-01,3,2015,146.0800018310547,0.02714105313753623
32,2015-04-01,4,2015,147.72000122070312,0.011226720763223508
33,2015-05-01,5,2015,169.49000549316406,0.1473734368573092
34,2015-06-01,6,2015,174.6999969482422,0.030739225241739998
35,2015-07-01,7,2015,185.8300018310547,0.06370924486112006
36,2015-08-01,8,2015,164.22000122070312,-0.11628908355712153
37,2015-09-01,9,2015,172.0,0.04737546414240357
38,2015-10-01,10,2015,161.0,-0.06395348837209303
39,2015-11-01,11,2015,187.33999633789062,0.16360246172602877
40,2015-12-01,12,2015,176.13999938964844,-0.05978433419013007
41,2016-01-01,1,2016,149.49000549316406,-0.1513000680642137
42,2016-02-01,2,2016,144.7899932861328,-0.031440310618265244
43,2016-03-01,3,2016,163.13999938964844,0.1267353198038519
44,2016-04-01,4,2016,150.8699951171875,-0.07521150127722442
45,2016-05-01,5,2016,130.4600067138672,-0.13528195840045565
46,2016-06-01,6,2016,122.63999938964844,-0.059941797652747875
47,2016-07-01,7,2016,130.88999938964844,0.06727005904320271
48,2016-08-01,8,2016,133.1699981689453,0.01741919772273448
49,2016-09-01,9,2016,159.3300018310547,0.19644066998425314
50,2016-10-01,10,2016,153.8300018310547,-0.034519550221507656
51,2016-11-01,11,2016,134.3699951171875,-0.1265033249836357
52,2016-12-01,12,2016,125.05000305175781,-0.06936066386920303
53,2017-01-01,1,2017,147.55999755859375,0.1800079484805699
54,2017-02-01,2,2017,151.89999389648438,0.029411740374740036
55,2017-03-01,3,2017,112.68000030517578,-0.25819614988290207
56,2017-04-01,4,2017,108.41000366210938,-0.037894893783296135
57,2017-05-01,5,2017,118.58999633789062,0.09390270576422166
58,2017-06-01,6,2017,133.80999755859375,0.12834135838353333
59,2017-07-01,7,2017,131.77999877929688,-0.015170755670987579
60,2017-08-01,8,2017,132.69000244140625,0.0069054763282661025
61,2017-09-01,9,2017,144.10000610351562,0.08598992729047428
62,2017-10-01,10,2017,147.1999969482422,0.021512773861367185
63,2017-11-01,11,2017,145.75,-0.009850522950432095
64,2017-12-01,12,2017,144.94000244140625,-0.005557444655874821
65,2018-01-01,1,2018,157.8699951171875,0.08920927596236483
66,2018-02-01,2,2018,173.3699951171875,0.09818205155763948
67,2018-03-01,3,2018,181.52000427246094,0.04700934062877793
68,2018-04-01,4,2018,192.50999450683594,0.060544237415723456
69,2018-05-01,5,2018,208.08999633789062,0.0809308725553024
70,2018-06-01,6,2018,205.47000122070312,-0.01259068270121566
71,2018-07-01,7,2018,198.25999450683594,-0.03509031328676859
72,2018-08-01,8,2018,231.14999389648438,0.16589327297955925
73,2018-09-01,9,2018,225.25999450683594,-0.025481287238476646
74,2018-10-01,10,2018,183.0399932861328,-0.1874278711279196
75,2018-11-01,11,2018,172.9499969482422,-0.055124544951865695
76,2018-12-01,12,2018,188.35000610351562,0.08904313054068513
77,2019-01-01,1,2019,214.82000732421875,0.14053623765828505
78,2019-02-01,2,2019,246.27000427246094,0.14640161938350582
79,2019-03-01,3,2019,242.8800048828125,-0.013765376744371616
80,2019-04-01,4,2019,248.8300018310547,0.02449768127727525
81,2019-05-01,5,2019,200.13999938964844,-0.19567577094045419
82,2019-06-01,6,2019,203.75999450683594,0.01808731452097101
