,date,month,year,adjclose,pct_change
1,2013-11-01,11,2013,38.369998931884766,0.012400986466581942
2,2013-12-01,12,2013,43.61000061035156,0.13656507230477022
3,2014-01-01,1,2014,72.98999786376953,0.673698620550905
4,2014-02-01,2,2014,85.63999938964844,0.1733114384999601
5,2014-03-01,3,2014,61.56999969482422,-0.28106025065821794
6,2014-04-01,4,2014,39.2599983215332,-0.36235181880578227
7,2014-05-01,5,2014,32.869998931884766,-0.1627610713916834
8,2014-06-01,6,2014,40.54999923706055,0.23364771994945155
9,2014-07-01,7,2014,35.5,-0.12453759141985665
10,2014-08-01,8,2014,31.139999389648438,-0.1228169186014525
11,2014-09-01,9,2014,30.559999465942383,-0.01862555989319825
12,2014-10-01,10,2014,33.9900016784668,0.11223829425609066
13,2014-11-01,11,2014,30.290000915527344,-0.1088555628193294
14,2014-12-01,12,2014,31.579999923706055,0.04258827894314887
15,2015-01-01,1,2015,33.810001373291016,0.07061435892882861
16,2015-02-01,2,2015,44.27000045776367,0.30937588463796306
17,2015-03-01,3,2015,39.25,-0.11339508483974525
18,2015-04-01,4,2015,41.29999923706055,0.052229279925109395
19,2015-05-01,5,2015,46.56999969482422,0.12760291901009624
20,2015-06-01,6,2015,48.90999984741211,0.05024694369598537
21,2015-07-01,7,2015,44.4900016784668,-0.09037003031557322
22,2015-08-01,8,2015,37.779998779296875,-0.15082046855524323
23,2015-09-01,9,2015,31.81999969482422,-0.15775540701548896
24,2015-10-01,10,2015,26.149999618530273,-0.17818982183133758
25,2015-11-01,11,2015,22.8799991607666,-0.12504782047669716
26,2015-12-01,12,2015,20.739999771118164,-0.09353144528597679
27,2016-01-01,1,2016,14.09000015258789,-0.3206364364473544
28,2016-02-01,2,2016,16.940000534057617,0.20227113914872952
29,2016-03-01,3,2016,17.989999771118164,0.061983424082516336
30,2016-04-01,4,2016,17.350000381469727,-0.035575286147358165
31,2016-05-01,5,2016,15.920000076293945,-0.08242076505675822
32,2016-06-01,6,2016,16.469999313354492,0.03454769060457075
33,2016-07-01,7,2016,17.420000076293945,0.05768068017884831
34,2016-08-01,8,2016,14.359999656677246,-0.17566018405366768
35,2016-09-01,9,2016,14.729999542236328,0.025766009359689424
36,2016-10-01,10,2016,11.619999885559082,-0.21113372391898133
37,2016-11-01,11,2016,12.84000015258789,0.10499141816214475
38,2016-12-01,12,2016,11.899999618530273,-0.07320876346470762
39,2017-01-01,1,2017,13.550000190734863,0.1386555147140731
40,2017-02-01,2,2017,11.260000228881836,-0.1690036848426666
41,2017-03-01,3,2017,12.609999656677246,0.11989337480941331
42,2017-04-01,4,2017,12.510000228881836,-0.007930168954640604
43,2017-05-01,5,2017,14.989999771118164,0.19824136665567393
44,2017-06-01,6,2017,15.210000038146973,0.014676469005202586
45,2017-07-01,7,2017,14.630000114440918,-0.0381328022519003
46,2017-08-01,8,2017,14.770000457763672,0.009569401382612641
47,2017-09-01,9,2017,16.770000457763672,0.1354096098858768
48,2017-10-01,10,2017,16.920000076293945,0.008944520836958736
49,2017-11-01,11,2017,14.140000343322754,-0.1643025839501122
50,2017-12-01,12,2017,14.199999809265137,0.004243243598697433
51,2018-01-01,1,2018,15.079999923706055,0.061971839877542845
52,2018-02-01,2,2018,16.59000015258789,0.1001326416791346
53,2018-03-01,3,2018,16.93000030517578,0.020494282667915087
54,2018-04-01,4,2018,18.049999237060547,0.06615469059042867
55,2018-05-01,5,2018,16.690000534057617,-0.07534619171675971
56,2018-06-01,6,2018,15.390000343322754,-0.07789096160195341
57,2018-07-01,7,2018,15.529999732971191,0.009096776252456529
58,2018-08-01,8,2018,16.600000381469727,0.0688989482869633
59,2018-09-01,9,2018,17.0,0.024096362008327654
60,2018-10-01,10,2018,18.489999771118164,0.0876470453598921
61,2018-11-01,11,2018,20.010000228881836,0.08220662393614253
62,2018-12-01,12,2018,16.209999084472656,-0.18990510249591963
63,2019-01-01,1,2019,17.68000030517578,0.09068484291965317
64,2019-02-01,2,2019,16.760000228881836,-0.05203620251209029
65,2019-03-01,3,2019,16.790000915527344,0.0017900170785085656
66,2019-04-01,4,2019,16.020000457763672,-0.045860656091541774
67,2019-05-01,5,2019,14.59000015258789,-0.08926343722311003
68,2019-06-01,6,2019,14.8100004196167,0.015078839254829335
69,2019-07-01,7,2019,15.0,0.012829140783253035
70,2019-08-01,8,2019,13.430000305175781,-0.1046666463216146
71,2019-09-01,9,2019,13.34000015258789,-0.006701425952552298
72,2019-10-01,10,2019,15.84000015258789,0.18740629470795112
73,2019-11-01,11,2019,16.760000228881836,0.05808081233784823
74,2019-12-01,12,2019,16.530000686645508,-0.01372312285771804
75,2020-01-01,1,2020,15.979999542236328,-0.033272905115698026
76,2020-02-01,2,2020,13.234999656677246,-0.17177721928613598
77,2020-03-01,3,2020,10.579999923706055,-0.2006044429046665
78,2020-04-01,4,2020,11.510000228881836,0.0879017308017156
79,2020-05-01,5,2020,12.479999542236328,0.08427448254262337
80,2020-06-01,6,2020,12.175000190734863,-0.024439051497498032
81,2020-07-01,7,2020,15.100000381469727,0.24024641847322337
82,2020-08-01,8,2020,14.680000305175781,-0.027814573886326355
83,2020-09-01,9,2020,12.345000267028809,-0.15905994479603058
84,2020-10-01,10,2020,13.84000015258789,0.12110164870161633
85,2020-11-01,11,2020,15.029999732971191,0.08598262769244158
86,2020-12-01,12,2020,23.059999465942383,0.5342647954514492
87,2021-01-01,1,2021,21.0,-0.08933215583915444
88,2021-02-01,2,2021,19.31999969482422,-0.08000001453218009
89,2021-03-01,3,2021,19.56999969482422,0.012939958796530204
90,2021-04-01,4,2021,19.875,0.015585095039957864
91,2021-05-01,5,2021,22.3700008392334,0.12553463342054827
92,2021-06-01,6,2021,20.219999313354492,-0.09611092736787685
93,2021-07-01,7,2021,20.200000762939453,-0.0009890480264176382
94,2021-08-01,8,2021,18.190000534057617,-0.09950495806760284
95,2021-09-01,9,2021,17.799999237060547,-0.021440422514933943
96,2021-10-01,10,2021,17.440000534057617,-0.020224647102983773
97,2021-11-01,11,2021,16.969999313354492,-0.026949610453582573
98,2021-12-01,12,2021,17.540000915527344,0.033588781687474256
99,2022-01-01,1,2022,15.09000015258789,-0.13968076596681256
100,2022-02-01,2,2022,19.799999237060547,0.3121271727532027
101,2022-03-01,3,2022,22.309999465942383,0.12676769321201564
102,2022-04-01,4,2022,22.350000381469727,0.0017929590535583628
103,2022-04-18,4,2022,22.274999618530273,-0.0033557387767042535
