,date,month,year,adjclose,pct_change
1,2019-06-01,6,2019,25.889999389648438,0.15066663953993054
2,2019-07-01,7,2019,21.829999923706055,-0.15681728704735642
3,2019-08-01,8,2019,18.020000457763672,-0.17453043881163532
4,2019-09-01,9,2019,16.459999084472656,-0.0865705512576117
5,2019-10-01,10,2019,17.06999969482422,0.037059577416805434
6,2019-11-01,11,2019,19.209999084472656,0.1253661059113731
7,2019-12-01,12,2019,17.59000015258789,-0.08433102598084985
8,2020-01-01,1,2020,14.619999885559082,-0.16884594890647875
9,2020-02-01,2,2020,11.699999809265137,-0.1997264089706442
10,2020-03-01,3,2020,8.779999732971191,-0.24957266016206436
11,2020-04-01,4,2020,9.619999885559082,0.09567200206549797
12,2020-05-01,5,2020,10.3100004196167,0.07172562809417515
13,2020-06-01,6,2020,9.550000190734863,-0.07371485916099418
14,2020-07-01,7,2020,9.449999809265137,-0.010471243923821483
15,2020-08-01,8,2020,10.109999656677246,0.06984125510404993
16,2020-09-01,9,2020,8.25,-0.18397623341646618
17,2020-10-01,10,2020,6.440000057220459,-0.21939393245812622
18,2020-11-01,11,2020,7.789999961853027,0.20962731252136613
19,2020-12-01,12,2020,12.479999542236328,0.6020538643581301
20,2021-01-01,1,2021,17.90999984741211,0.4350961942585747
21,2021-02-01,2,2021,12.300000190734863,-0.3132328143200882
22,2021-03-01,3,2021,10.5,-0.14634147665223107
23,2021-04-01,4,2021,9.199999809265137,-0.12380954197474892
24,2021-05-01,5,2021,9.09000015258789,-0.011956484669322198
25,2021-06-01,6,2021,9.119999885559082,0.003300300601496664
26,2021-07-01,7,2021,10.069999694824219,0.10416664705987544
27,2021-08-01,8,2021,11.0,0.09235355842699611
28,2021-09-01,9,2021,9.829999923706055,-0.10636364329944958
29,2021-10-01,10,2021,9.970000267028809,0.01424215100807169
30,2021-11-01,11,2021,8.260000228881836,-0.17151454286335488
31,2021-12-01,12,2021,10.550000190734863,0.27723969714260255
32,2022-01-01,1,2022,8.850000381469727,-0.16113741976593488
33,2022-02-01,2,2022,9.15999984741211,0.03502818673222485
34,2022-03-01,3,2022,8.930000305175781,-0.02510912074974625
35,2022-04-01,4,2022,12.899999618530273,0.4445687768961779
36,2022-04-18,4,2022,12.914999961853027,0.0011628173462274738
