Date,open,high,low,close,volume,dividends,stock_splits
2004-01-02,8.54549225842133,8.585517945292414,8.45543422438948,8.490456581115723,1271900,0.0,0
2004-01-05,8.575511285002731,8.575511285002731,8.45543422438948,8.490456581115723,2620400,0.0,0
2004-01-06,8.500463241405406,8.530482267986805,8.445427564099797,8.490456581115723,2421000,0.0,0
2004-01-07,8.480455994584144,8.565510749816895,8.460442661923155,8.565510749816895,2422100,0.0,0
2004-01-08,8.575511622719462,8.665569660297935,8.550495925297747,8.660566329956055,2199600,0.0,0
2004-01-09,8.685586802361948,8.685586802361948,8.585522060082308,8.62054443359375,1594100,0.0,0
2004-01-12,8.58051979502441,8.615542172892916,8.550500750321152,8.565510749816895,1903700,0.0,0
2004-01-13,8.580516443779858,8.600529768624353,8.54049074837872,8.545494079589844,1917600,0.0,0
2004-01-14,8.600534920389718,8.920740675403747,8.560509201012964,8.580521583557129,1256200,0.0,0
2004-01-15,8.580516801194353,8.580516801194353,8.485455412798999,8.540491104125977,1150000,0.0,0
2004-01-16,8.580517749726749,8.580517749726749,8.480453973138214,8.500466346740723,1077100,0.0,0
2004-01-20,8.54549277093448,8.570508468871347,8.495460420773039,8.550496101379395,1722000,0.0,0
2004-01-21,8.605534802082966,8.655566215515137,8.565509098764405,8.655566215515137,2876000,0.0,0
2004-01-22,8.63054646032864,8.725607818976265,8.615536470767143,8.645556449890137,1414100,0.0,0
2004-01-23,8.680581044266182,8.695590083412585,8.530483972787277,8.560503959655762,775200,0.0,0
2004-01-26,8.590526461354905,8.605536460850645,8.460442661923155,8.565510749816895,1675100,0.0,0
2004-01-27,8.585518662821947,8.600528654510924,8.480451583862305,8.480451583862305,1400300,0.0,0
2004-01-28,8.605538254597866,8.715608744311831,8.535492529972228,8.580521583557129,2903500,0.0,0
2004-01-29,8.605535390253479,8.705599178245013,8.535489688942487,8.62054443359375,2728100,0.0,0
2004-01-30,8.605533146485312,8.6705745440068,8.550497457152458,8.665571212768555,3533900,0.0,0
2004-02-02,8.665573133258865,8.80566357611346,8.635554093464336,8.745624542236328,2223900,0.0,0
2004-02-03,8.71560466656865,8.755630367218702,8.655565638449582,8.73061466217041,1672200,0.0,0
2004-02-04,8.695592265069006,8.715605594669185,8.500467072907663,8.570511817932129,4761800,0.0,0
2004-02-05,8.54549432148639,8.595526680726037,8.485455299541236,8.555500984191895,1690800,0.0,0
2004-02-06,8.530483877175223,8.635551921461609,8.530483877175223,8.615538597106934,747900,0.0,0
2004-02-09,8.585517445931744,8.650559779743968,8.555498421096345,8.645556449890137,950100,0.0,0
2004-02-10,8.620540397825636,8.71560176305882,8.615537067625187,8.65056037902832,1208200,0.0,0
2004-02-11,8.650563260870307,8.73061466217041,8.555501863968441,8.73061466217041,1034600,0.0,0
2004-02-12,8.695590245910175,8.725610233339655,8.65556455029206,8.665571212768555,817800,0.0,0
2004-02-13,8.655570276756901,8.715609337049424,8.625551223754883,8.625551223754883,682200,0.0,0
2004-02-17,8.705595283385628,8.765634292749747,8.665569595238775,8.755627632141113,1064100,0.0,0
2004-02-18,8.770641923285039,8.83068000779805,8.715606217241323,8.77564525604248,915500,0.0,0
2004-02-19,8.775644053134707,8.810666423348017,8.720608354634924,8.725611686706543,1165700,0.0,0
2004-02-20,8.740618705749512,8.795654391512118,8.635551619425767,8.740618705749512,1437100,0.0,0
2004-02-23,8.755631206930529,8.780646914377959,8.715605502441797,8.745624542236328,1361500,0.0,0
2004-02-24,8.720605718347175,8.750624747413948,8.635551007418213,8.695589065551758,1250500,0.0,0
2004-02-25,8.675579791404884,8.755631200321925,8.65556646203159,8.705598831176758,810400,0.0,0
2004-02-26,8.705593002216967,8.735612021889157,8.655560666571697,8.720602989196777,675700,0.0,0
2004-02-27,8.565506895209937,8.820670091792687,8.565506895209937,8.740618705749512,1234500,0.0,0
2004-03-01,8.80065782788192,9.020799619282455,8.760632134380714,8.98077392578125,1925500,0.0,0
2004-03-02,8.9807731532315,8.985775529487002,8.870701789855957,8.870701789855957,1005700,0.0,0
2004-03-03,8.86569845931273,8.890715112028865,8.765634711311366,8.870701789855957,1216200,0.0,0
2004-03-04,8.855700121312477,8.900729179382324,8.830683447780052,8.900729179382324,769800,0.0,0
2004-03-05,8.865700263878459,8.965764986535184,8.86069693231683,8.925739288330078,952700,0.0,0
2004-03-08,8.950754392262848,8.97577104839519,8.910728696738957,8.920735359191895,897300,0.0,0
2004-03-09,8.920735245769253,8.960760940784237,8.88571288191712,8.935745239257812,1305000,0.0,0
2004-03-10,8.955758553579265,8.980775212030348,8.890717150182342,8.895720481872559,1532100,0.0,0
2004-03-11,8.855696075461557,8.905727491091804,8.760634668045537,8.810667037963867,1473100,0.0,0
2004-03-12,8.815666467238978,8.895717841950244,8.7556274590617,8.865697860717773,1479300,0.0,0
2004-03-15,8.840685038249925,8.945752143859863,8.82567504275366,8.945752143859863,2519700,0.0,0
2004-03-16,8.94074712815814,8.975769486360695,8.880708118176841,8.915730476379395,1172600,0.0,0
2004-03-17,8.95075505488932,9.140877838418529,8.93574601438665,9.12586784362793,2535100,0.0,0
2004-03-18,9.10585450315316,9.10585450315316,8.995783128303659,9.085841178894043,1696900,0.0,0
2004-03-19,9.055823109847656,9.170896873711799,9.05081977825079,9.12586784362793,1497700,0.0,0
2004-03-22,9.04581420425679,9.135872242099738,9.040810873900215,9.130868911743164,1610300,0.0,0
2004-03-23,9.125867359135224,9.1708963868285,9.065829291736108,9.105854988098145,797500,0.0,0
2004-03-24,9.055824759569699,9.125869506110197,9.020802386299449,9.075837135314941,1629700,0.0,0
2004-03-25,9.090846293238474,9.110858667135439,9.03080726297156,9.060827255249023,1123500,0.0,0
2004-03-26,9.020797129946935,9.085838506079964,9.010790470761071,9.015793800354004,679500,0.0,0
2004-03-29,9.09084832673228,9.09084832673228,8.98077785995775,9.045819282531738,1308600,0.0,0
2004-03-30,9.045812221748541,9.045812221748541,8.980770849943129,9.01078987121582,1485000,0.0,0
2004-03-31,9.08056613854541,9.08056613854541,8.984502932308649,9.00472640991211,1748600,0.188,0
2004-04-01,9.040116586643506,9.105845046783966,9.024949222268242,9.080564498901367,1093700,0.0,0
2004-04-02,9.121013504346232,9.121013504346232,8.999668801504379,9.065397262573242,967900,0.0,0
2004-04-05,9.045173503221921,9.055285723277164,8.974389891543991,9.02495002746582,1181500,0.0,0
2004-04-06,8.99461841583252,9.014841900771481,8.92888991998255,8.99461841583252,1695500,0.0,0
2004-04-07,8.999668520861608,9.01989295882268,8.954164499803474,8.989557266235352,1326700,0.0,0
2004-04-08,9.004726139023903,9.035062801048186,8.964278220679303,8.999670028686523,769900,0.0,0
2004-04-12,9.014839205677534,9.014839205677534,8.762039451211699,8.80248737335205,1870000,0.0,0
2004-04-13,8.80248866107992,8.80248866107992,8.458680790413542,8.595192909240723,2221300,0.0,0
2004-04-14,8.489014369765172,8.630581584259467,8.418229798163702,8.62552547454834,1889700,0.0,0
2004-04-15,8.721591411795908,8.7569832226485,8.655863900834593,8.676087379455566,1329700,0.0,0
2004-04-16,8.691254897360471,8.711478374086608,8.57496628985608,8.590134620666504,1601100,0.0,0
2004-04-19,8.595189234394075,8.655861582717439,8.554741323629921,8.650805473327637,1503300,0.0,0
2004-04-20,8.676086566550048,8.676086566550048,8.544630592589662,8.590134620666504,819700,0.0,0
2004-04-21,8.595193220101912,8.595193220101912,8.468793319806295,8.494072914123535,1620800,0.0,0
2004-04-22,8.322167084734096,8.71147892077642,8.322167084734096,8.635639190673828,926600,0.0,0
2004-04-23,8.595195252269699,8.620474852563813,8.524411599962233,8.549691200256348,772800,0.0,0
2004-04-26,8.539575438218417,8.595191693061087,8.443512225395942,8.519351959228516,2184100,0.0,0
2004-04-27,8.504181446443052,8.549685467947315,8.418229512974364,8.478901863098145,948100,0.0,0
2004-04-28,8.519351538063306,8.716535029150881,8.504183206304843,8.67103099822998,1855600,0.0,0
2004-04-29,8.650807821222797,8.741815886230992,8.428343769464377,8.463735580444336,1244600,0.0,0
2004-04-30,8.529459936650163,8.534515080616302,8.40306012170745,8.458675384521484,1109300,0.0,0
2004-05-03,8.433399326644867,8.559799194335938,8.35250348847094,8.559799194335938,1023300,0.0,0
2004-05-04,8.554742682091387,8.569911012669467,8.494070324133478,8.499126434326172,1144200,0.0,0
2004-05-05,8.478902815616804,8.544630318309952,8.428342678892783,8.443511009216309,1590700,0.0,0
2004-05-06,8.428342008624574,8.453621592799013,8.322165633512421,8.448565483093262,974500,0.0,0
2004-05-07,8.39295129765993,8.413174774761377,8.074423577387996,8.150263786315918,1563900,0.0,0
2004-05-10,8.10981325993546,8.140148948009989,7.9126288765656865,8.013749122619629,1667700,0.0,0
2004-05-11,7.973304417460629,8.039031928730056,7.846904541334829,7.922744274139404,1540900,0.0,0
2004-05-12,7.887350300771857,7.998581814100363,7.826677952549051,7.988470077514648,2178300,0.0,0
2004-05-13,7.988471377131341,7.9985831153620985,7.917687280807202,7.932855129241943,1436700,0.0,0
