Date,open,high,low,close,volume,dividends,stock_splits
2004-01-02,22.129406169506435,22.249673036705843,21.88374962843373,21.978429794311523,4864400,0.0,0.0
2004-01-05,22.14732112175229,22.426240798997842,22.121730512733233,22.40321159362793,4926400,0.0,0.0
2004-01-06,22.165241718351442,22.334128478157677,22.057766195976455,22.280391693115234,7413600,0.0,0.0
2004-01-07,22.224091746197676,22.226651198093464,21.86840407198418,21.996349334716797,8500200,0.0,0.0
2004-01-08,21.87863810391687,22.019378662109375,21.77372206012071,22.019378662109375,6397400,0.0,0.0
2004-01-09,21.980996888662787,21.980996888662787,21.57924883518067,21.781402587890625,8581800,0.0,0.0
2004-01-12,21.832585903926795,21.92214722342778,21.630432095744375,21.673933029174805,6554200,0.0,0.0
2004-01-13,21.712317009615326,21.783966065216113,21.571578351053876,21.673933029174805,5363400,0.0,0.0
2004-01-14,21.673932012940597,21.968206579466358,21.5766942923688,21.904233932495117,4140000,0.0,0.0
2004-01-15,21.975875963219796,21.980994866624492,21.602276058551556,21.604835510253906,6490400,0.0,0.0
2004-01-16,21.607399493831785,21.732785321490176,21.492247570549964,21.679048538208008,6196000,0.0,0.0
2004-01-20,21.76349339925723,22.080797154165012,21.7558150423606,22.014265060424805,4270200,0.0,0.0
2004-01-21,22.057767381140067,22.295745700423232,22.042414570957348,22.20618438720703,5420800,0.0,0.0
2004-01-22,22.410890537424155,22.50556877329204,22.185705647166287,22.300857543945312,6254600,0.0,0.0
2004-01-23,22.30598421388268,22.354604054970583,22.170362501680042,22.236894607543945,4802400,0.0,0.0
2004-01-26,22.224090115587803,22.421126899021466,22.10126376565869,22.41600799560547,5293800,0.0,0.0
2004-01-27,22.418573492196547,22.651432900881616,22.39042537268767,22.44160270690918,5513600,0.0,0.0
2004-01-28,22.441596318366127,22.56186516706841,22.11149928771423,22.193384170532227,5539000,0.0,0.0
2004-01-29,22.300853510103465,22.467182696060675,22.083347014139065,22.341794967651367,5505600,0.0,0.0
2004-01-30,22.341800290564937,22.341800290564937,21.955407017687584,22.096145629882812,5792200,0.0,0.0
2004-02-02,22.08846945602585,22.18059019877393,21.901668518706213,22.055204391479492,5396600,0.0,0.0
2004-02-03,22.006573187845472,22.10892973266529,21.934924192158217,21.968189239501953,3890600,0.0,0.0
2004-02-04,21.929816370769114,21.929816370769114,21.740457936170476,21.789077758789062,4416000,0.0,0.0
2004-02-05,21.82747245623909,21.832589410050737,21.56390345610881,21.758380889892578,3663000,0.0,0.0
2004-02-06,21.712312025305625,21.91702523913391,21.679046957781736,21.858169555664062,5917200,0.0,0.0
2004-02-09,21.87352468765802,22.014263316304625,21.830021811184043,21.95029067993164,3973000,0.0,0.0
2004-02-10,21.8991093025578,22.231765778814474,21.80954801865368,22.144763946533203,4509200,0.0,0.0
2004-02-11,22.15244041838101,22.518363910010258,22.103820598842642,22.4083309173584,5651600,0.0,0.0
2004-02-12,22.40577767912583,22.4723097739512,22.300863560641698,22.369953155517578,3955400,0.0,0.0
2004-02-13,22.496389257336187,22.50413030131353,22.287373195030263,22.326078414916992,4212800,0.365,0.0
2004-02-17,22.514459103928832,22.589292499375738,22.48349295000012,22.532522201538086,3986000,0.0,0.0
2004-02-18,22.553165636719996,22.553165636719996,22.308021355014933,22.351890563964844,3480600,0.0,0.0
2004-02-19,22.462841957917266,22.568639496841772,22.323497273283436,22.34156036376953,3801200,0.0,0.0
2004-02-20,22.48865849746495,22.540266793400757,22.202227926941536,22.349313735961914,4234000,0.0,0.0
2004-02-23,22.411234104997522,22.847331295760956,22.411234104997522,22.79572105407715,6272600,0.0,0.0
2004-02-24,22.798305636036726,22.963454497882555,22.687346059915644,22.754438400268555,5530200,0.0,0.0
2004-02-25,22.757015886785435,22.808624159860152,22.617671187008394,22.666698455810547,3647600,0.0,0.0
2004-02-26,22.669277761715765,22.78539932052826,22.55831821106166,22.736370086669922,4201400,0.0,0.0
2004-02-27,22.785398706838755,22.94022547902279,22.762173608210077,22.79829978942871,4430400,0.0,0.0
2004-03-01,22.90152273279902,23.373746152911277,22.90152273279902,23.293750762939453,6581400,0.0,0.0
2004-03-02,23.164729784424587,23.23440313015352,22.97893878951683,23.038288116455078,5277000,0.0,0.0
2004-03-03,23.040871100870387,23.221502070632713,22.91184841711732,23.18021583557129,4035400,0.0,0.0
2004-03-04,23.18021592153624,23.18279495773533,23.017646079417332,23.051193237304688,2974800,0.0,0.0
2004-03-05,23.01506874466388,23.327303427339366,23.00474669291468,23.280855178833008,4360600,0.0,0.0
2004-03-08,23.314393397424027,23.59050180076175,23.293749300100025,23.404708862304688,5735400,0.0,0.0
2004-03-09,23.404711628586686,23.404711628586686,23.20343657771198,23.226661682128906,5343400,0.0,0.0
2004-03-10,23.229231297524446,23.35309387714672,22.84732545041952,22.89635467529297,6830000,0.0,0.0
2004-03-11,22.824107051449957,22.90410243687987,22.390590848682436,22.4318790435791,6864400,0.0,0.0
2004-03-12,22.48349213256461,22.824111938476562,22.372532545933375,22.824111938476562,4950800,0.0,0.0
2004-03-15,22.82410666977543,22.971192416358555,22.604768552060868,22.62025260925293,5594800,0.0,0.0
2004-03-16,22.707984490262383,22.762173762457547,22.509290492213452,22.625410079956055,3775800,0.0,0.0
2004-03-17,22.72863923301204,23.06667807595523,22.715736175560554,22.945396423339844,3594800,0.0,0.0
2004-03-18,22.77766082506863,23.2111770660632,22.77766082506863,23.159568786621094,4939000,0.0,0.0
2004-03-19,23.102796610538828,23.159566894524914,22.75959587097168,22.75959587097168,4519800,0.0,0.0
2004-03-22,22.5402581861328,22.759596313198532,22.465424807490695,22.52735710144043,4345400,0.0,0.0
2004-03-23,22.64347275956426,22.731207207602758,22.34930130514347,22.57122039794922,5199400,0.0,0.0
2004-03-24,22.581545751099664,22.604768884134728,22.068034163945683,22.160930633544922,5385800,0.0,0.0
2004-03-25,22.21770219582446,22.23834629441905,21.776444924195527,21.85127830505371,7418200,0.0,0.0
2004-03-26,21.8693415731215,22.191898233492022,21.763542043529753,22.021587371826172,7657200,0.0,0.0
2004-03-29,22.101579458643705,22.20221696413789,21.98029785747653,22.031906127929688,5664200,0.0,0.0
2004-03-30,22.096419884182566,22.49380991037645,22.037070563497306,22.4705867767334,6641400,0.0,0.0
2004-03-31,22.498972616869313,22.769919028087337,22.284794523671067,22.65121841430664,7320200,0.0,0.0
2004-04-01,22.69508897802559,22.95313434204512,22.682187891062547,22.697669982910156,9258800,0.0,0.0
2004-04-02,22.811208150404042,22.886041534269598,22.68218548209715,22.715730667114258,5817800,0.0,0.0
2004-04-05,22.746691887998704,23.00473716870492,22.73120783242044,22.98151206970215,4525400,0.0,0.0
2004-04-06,22.981514277268953,23.131181026950326,22.89893985826017,22.97893524169922,3974800,0.0,0.0
2004-04-07,23.009902020017446,23.218920079836217,22.937649641306628,23.159568786621094,5356600,0.0,0.0
2004-04-08,23.224083089991225,23.373749875733015,23.123445554099657,23.208600997924805,6016600,0.0,0.0
2004-04-12,23.236981128309782,23.732427654752744,23.236981128309782,23.603404998779297,5520600,0.0,0.0
2004-04-13,23.611145695289085,23.765972486430332,23.42019271850586,23.42019271850586,11384200,0.0,0.0
2004-04-14,23.31439258165259,23.649852260876706,23.30407053335176,23.48212242126465,6705200,0.0,0.0
2004-04-15,23.492446315189017,23.750491636794262,23.404709882103862,23.611146926879883,5003400,0.0,0.0
2004-04-16,23.81759900045248,23.81759900045248,23.50794323789707,23.670513153076172,5050400,0.0,0.0
2004-04-19,23.6704987963308,23.85628977870023,23.634370639190774,23.70662498474121,4925000,0.0,0.0
2004-04-20,23.50793371496279,23.66792255924236,23.229244232177734,23.229244232177734,6162000,0.0,0.0
2004-04-21,23.198287084515236,23.291183606960033,22.99443093630196,23.1905460357666,6093600,0.0,0.0
2004-04-22,23.120868925035467,23.701471112170047,23.118287919625942,23.688570022583008,5308800,0.0,0.0
2004-04-23,23.69113568129727,23.69113568129727,23.461475547791913,23.660171508789062,5360800,0.0,0.0
2004-04-26,23.727265490038537,23.972409716014166,23.727265490038537,23.80467987060547,5662200,0.0,0.0
2004-04-27,23.817581870650596,24.29754628399592,23.817581870650596,23.96982765197754,6423800,0.0,0.0
2004-04-28,24.01112119994829,24.062729483735144,23.6498573072508,23.673080444335938,5644400,0.0,0.0
2004-04-29,23.63695451091615,23.735013007407314,23.16989304071933,23.31439781188965,6123200,0.0,0.0
2004-04-30,23.585342788465272,23.89241538243941,23.569858730432852,23.611146926879883,7968400,0.0,0.0
2004-05-03,23.639540430204857,24.16595330870029,23.585351129750507,24.047252655029297,6451600,0.0,0.0
2004-05-04,24.08853314923725,24.331096409444008,23.982735578947572,24.018861770629883,6945600,0.0,0.0
2004-05-05,23.920807630480756,24.423997338310507,23.874359380046165,24.356904983520508,7227000,0.0,0.0
2004-05-06,24.30787335245732,24.380127710640444,23.95177144641104,24.132402420043945,5419600,0.0,0.0
2004-05-07,23.9672512433292,24.075631785858725,23.639534517202392,23.649856567382812,5225600,0.0,0.0
2004-05-10,23.35309986404499,23.417611189636276,22.713146647938505,23.009899139404297,8857600,0.0,0.0
2004-05-11,23.009907884182983,23.482131439472,23.009907884182983,23.47180938720703,6580200,0.0,0.0
2004-05-12,23.404711823698452,23.758234652367623,23.3866487284368,23.696304321289062,8284200,0.0,0.0
2004-05-13,23.621469554032547,23.910481030045464,23.60340645982734,23.70662498474121,7424600,0.0,0.0
2004-05-14,23.72726935652905,24.101436298602497,23.72726935652905,23.918224334716797,7829200,0.0,0.0
2004-05-17,23.941639023450602,24.09769493225868,23.707554168059215,23.81159210205078,6860600,0.365,0.0
2004-05-18,23.811594489117912,23.811594489117912,23.320017235695584,23.457866668701172,6067800,0.0,0.0
2004-05-19,23.520284382712465,23.663336778433433,23.280998542923186,23.38503646850586,7408800,0.0,0.0
2004-05-20,23.361620805952562,23.528080649058854,23.278390884399414,23.278390884399414,4789800,0.0,0.0
2004-05-21,23.408449011618373,23.522890952892215,23.187369612269293,23.3070125579834,6480000,0.0,0.0
2004-05-24,23.38243895092673,23.50988438964986,23.09633609519046,23.45266342163086,7448200,0.0,0.0
2004-05-25,23.694542950524266,23.965040719726176,23.668533969407516,23.842796325683594,7524800,0.0,0.0
2004-05-26,23.842803024042528,23.9286344717634,23.655535132418304,23.663339614868164,7352200,0.0,0.0
2004-05-27,23.676329507084237,23.702338480557223,23.41363431098488,23.46305274963379,6381600,0.0,0.0
2004-05-28,23.408449461465185,23.6113223726338,23.343425990738893,23.512487411499023,4662000,0.0,0.0
2004-06-01,23.619117473669334,23.861004788381816,23.619117473669334,23.746564865112305,7680200,0.0,0.0
2004-06-02,23.85060186536403,23.90002032484321,23.75956942765895,23.764772415161133,7268000,0.0,0.0
2004-06-03,23.775177536182817,23.858407480950053,23.56189869433597,23.65293312072754,5605000,0.0,0.0
2004-06-04,23.64512516783563,23.68153813624735,23.395433406786747,23.46045684814453,5209600,0.0,0.0
2004-06-07,23.5618980685928,23.970247268676758,23.546293074475372,23.970247268676758,4714800,0.0,0.0
2004-06-08,24.056074785130726,24.07168176235077,23.574901656427823,23.707550048828125,8511200,0.0,0.0
2004-06-09,23.56450126379318,23.577506749402286,23.286200937241343,23.408445358276367,8362000,0.0,0.0
2004-06-10,23.551496342871097,23.74396521526129,23.45005991118178,23.61391830444336,6607600,0.0,0.0
2004-06-14,23.434454345136086,23.48127131522698,23.348622902576366,23.408445358276367,6121200,0.0,0.0
2004-06-15,23.49427064212125,23.715349949013564,23.468261662079446,23.564495086669922,6954200,0.0,0.0
2004-06-16,23.746562038358807,24.017057813420603,23.746562038358807,23.926025390625,6133200,0.0,0.0
2004-06-17,23.98064916851262,24.173120022110385,23.95984317123472,24.13150405883789,5142800,0.0,0.0
2004-06-18,24.13670719826982,24.365589044633392,24.126303207386247,24.297964096069336,7786200,0.0,0.0
2004-06-21,24.279757650749158,24.41500754811478,24.128902759209954,24.266754150390625,5152800,0.0,0.0
2004-06-22,24.188727498653087,24.4696293264964,24.115901539810423,24.404605865478516,5413000,0.0,0.0
2004-06-23,24.44361153283253,24.708906285091857,24.41239956841938,24.67769432067871,5801200,0.0,0.0
2004-06-24,24.630887225739304,24.703715171855624,24.552860260009766,24.552860260009766,5038200,0.0,0.0
2004-06-25,24.55545600617544,24.649087946261577,24.290159225463867,24.290159225463867,6817000,0.0,0.0
2004-06-28,24.35518742596928,24.39680339355702,24.06128209622547,24.141910552978516,5683800,0.0,0.0
2004-06-29,24.097687312133704,24.35778107268699,24.087283323588622,24.30316162109375,4717400,0.0,0.0
2004-06-30,24.305754206627547,24.49822496335065,24.19911682704177,24.4774169921875,7178200,0.0,0.0
2004-07-01,24.461811767884452,24.54764117547162,24.123689185025263,24.310956954956055,6522200,0.0,0.0
2004-07-02,24.31095933688969,24.58665803387941,24.167907002966242,24.253738403320312,5270000,0.0,0.0
2004-07-06,24.292760719020144,24.446215104751648,24.22513577706411,24.290159225463867,6902000,0.0,0.0
2004-07-07,24.28235364400359,24.30316162109375,24.154908256952695,24.30316162109375,5749000,0.0,0.0
