Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Date
2020-11-19,21.899999618530273,22.200000762939453,18.079999923706055,20.290000915527344,9854500,0,0,2020-11-19
2020-11-20,20.700000762939453,21.06999969482422,19.059999465942383,19.059999465942383,1712400,0,0,2020-11-20
2020-11-23,19.739999771118164,20.700000762939453,19.5,20.389999389648438,1035000,0,0,2020-11-23
2020-11-24,20.729999542236328,20.889999389648438,20.0,20.100000381469727,649000,0,0,2020-11-24
2020-11-25,20.149999618530273,20.350000381469727,19.799999237060547,20.059999465942383,587700,0,0,2020-11-25
2020-11-27,20.579999923706055,20.950000762939453,19.90999984741211,20.0,612200,0,0,2020-11-27
2020-11-30,20.59000015258789,20.65999984741211,19.950000762939453,20.06999969482422,1037700,0,0,2020-11-30
2020-12-01,20.06999969482422,24.829999923706055,20.020000457763672,23.350000381469727,3179300,0,0,2020-12-01
2020-12-02,22.799999237060547,23.75,21.299999237060547,22.1299991607666,1039600,0,0,2020-12-02
2020-12-03,22.389999389648438,23.09000015258789,22.024999618530273,22.510000228881836,542100,0,0,2020-12-03
2020-12-04,22.820999145507812,24.0,22.219999313354492,22.43000030517578,990500,0,0,2020-12-04
2020-12-07,21.690000534057617,21.948999404907227,19.899999618530273,20.350000381469727,1989700,0,0,2020-12-07
2020-12-08,20.399999618530273,20.809999465942383,20.209999084472656,20.34000015258789,708000,0,0,2020-12-08
2020-12-09,20.309999465942383,20.5,19.5,19.799999237060547,983400,0,0,2020-12-09
2020-12-10,19.850000381469727,20.200000762939453,19.260000228881836,19.549999237060547,741800,0,0,2020-12-10
2020-12-11,19.299999237060547,20.399999618530273,19.059999465942383,20.190000534057617,690800,0,0,2020-12-11
2020-12-14,21.0,21.729999542236328,20.290000915527344,21.020000457763672,1102800,0,0,2020-12-14
2020-12-15,21.09000015258789,22.84000015258789,20.850000381469727,22.110000610351562,863000,0,0,2020-12-15
2020-12-16,22.459999084472656,23.6299991607666,22.450000762939453,23.5,1771300,0,0,2020-12-16
2020-12-17,23.59000015258789,24.829999923706055,23.566999435424805,24.40999984741211,1245000,0,0,2020-12-17
2020-12-18,24.329999923706055,27.0,24.329999923706055,26.969999313354492,1744600,0,0,2020-12-18
2020-12-21,27.0,28.0,25.719999313354492,27.920000076293945,1165400,0,0,2020-12-21
2020-12-22,28.299999237060547,30.0,27.969999313354492,28.899999618530273,1576800,0,0,2020-12-22
2020-12-23,28.899999618530273,30.84000015258789,27.600000381469727,30.3700008392334,1797600,0,0,2020-12-23
2020-12-24,30.350000381469727,31.295000076293945,28.90999984741211,30.170000076293945,766800,0,0,2020-12-24
2020-12-28,30.530000686645508,31.079999923706055,29.100000381469727,29.530000686645508,502100,0,0,2020-12-28
2020-12-29,29.540000915527344,31.200000762939453,27.5,31.030000686645508,942600,0,0,2020-12-29
2020-12-30,30.950000762939453,32.400001525878906,30.579999923706055,32.06999969482422,1231200,0,0,2020-12-30
2020-12-31,31.920000076293945,33.029998779296875,31.3799991607666,32.97999954223633,717000,0,0,2020-12-31
2021-01-04,32.93000030517578,33.349998474121094,29.290000915527344,33.27000045776367,1091100,0,0,2021-01-04
2021-01-05,33.16999816894531,33.75,30.850000381469727,32.06999969482422,477600,0,0,2021-01-05
2021-01-06,31.43000030517578,31.860000610351562,29.110000610351562,31.059999465942383,1279900,0,0,2021-01-06
2021-01-07,30.639999389648438,32.45000076293945,30.18000030517578,31.809999465942383,584600,0,0,2021-01-07
2021-01-08,31.770000457763672,32.290000915527344,30.139999389648438,30.469999313354492,349800,0,0,2021-01-08
2021-01-11,30.06999969482422,32.130001068115234,29.5,31.520000457763672,342100,0,0,2021-01-11
2021-01-12,31.860000610351562,32.38999938964844,31.030000686645508,32.34000015258789,288200,0,0,2021-01-12
2021-01-13,32.349998474121094,34.20800018310547,32.349998474121094,33.11000061035156,775800,0,0,2021-01-13
2021-01-14,33.439998626708984,35.18000030517578,33.20000076293945,34.4900016784668,1090800,0,0,2021-01-14
2021-01-15,34.61000061035156,40.310001373291016,34.61000061035156,37.7599983215332,3612100,0,0,2021-01-15
2021-01-19,39.0,40.400001525878906,39.0,39.70000076293945,1424500,0,0,2021-01-19
2021-01-20,40.25,41.84000015258789,39.81999969482422,40.209999084472656,1235400,0,0,2021-01-20
2021-01-21,40.97999954223633,41.130001068115234,37.560001373291016,39.380001068115234,1054000,0,0,2021-01-21
2021-01-22,38.97999954223633,40.060001373291016,38.51499938964844,39.83000183105469,597100,0,0,2021-01-22
2021-01-25,40.18000030517578,40.65999984741211,37.2599983215332,38.25,753000,0,0,2021-01-25
2021-01-26,38.0890007019043,39.650001525878906,37.310001373291016,38.5099983215332,504500,0,0,2021-01-26
2021-01-27,37.540000915527344,38.349998474121094,35.20000076293945,35.810001373291016,643900,0,0,2021-01-27
2021-01-28,35.90999984741211,37.099998474121094,34.75,36.630001068115234,523400,0,0,2021-01-28
2021-01-29,36.22999954223633,38.14799880981445,34.79999923706055,35.29999923706055,775900,0,0,2021-01-29
2021-02-01,36.0,38.4900016784668,35.40999984741211,37.5,712100,0,0,2021-02-01
2021-02-02,38.34000015258789,39.36000061035156,37.04999923706055,38.81999969482422,819300,0,0,2021-02-02
2021-02-03,40.0,40.290000915527344,38.0,38.869998931884766,492600,0,0,2021-02-03
2021-02-04,39.36000061035156,40.0,38.34000015258789,39.20000076293945,441600,0,0,2021-02-04
2021-02-05,39.790000915527344,39.880001068115234,38.5,38.70000076293945,496700,0,0,2021-02-05
2021-02-08,38.72999954223633,39.16400146484375,37.279998779296875,38.189998626708984,579900,0,0,2021-02-08
2021-02-09,38.099998474121094,40.619998931884766,37.810001373291016,39.630001068115234,1356100,0,0,2021-02-09
