Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Date
2014-03-21,13.708434711487909,16.45012165378549,13.53894853353711,16.16099739074707,12702100,0.0,0,2014-03-21
2014-03-24,16.210846390579466,16.250724482106726,15.024443217715417,15.203899383544922,686800,0.0,0,2014-03-24
2014-03-25,15.403295087177431,15.403295087177431,14.954655609063797,15.154050827026367,685600,0.0,0,2014-03-25
2014-03-26,15.064322675573516,15.203899802934538,13.588797118291541,13.96764850616455,1171300,0.0,0,2014-03-26
2014-03-27,13.937738279421435,14.216892529515144,13.608735938974414,14.20692253112793,432800,0.0,0,2014-03-27
2014-03-28,14.396348336059429,14.954655908318198,14.137135022916723,14.615683555603027,412700,0.0,0,2014-03-28
2014-03-31,14.665532148670813,14.994534492492678,14.665532148670813,14.994534492492676,516900,0.0,0,2014-03-31
2014-04-01,15.054353123386473,15.243778335580213,14.854956962182921,15.173990249633789,283100,0.0,0,2014-04-01
2014-04-02,15.21386996548899,15.21386996548899,14.61568335696932,14.655562400817871,483300,0.0,0,2014-04-02
2014-04-03,14.66553239947786,14.795139529683501,14.456167181575116,14.655562400817871,449000,0.0,0,2014-04-03
2014-04-04,14.48607555183029,14.805108838545744,13.818100885395696,14.117194175720215,365800,0.0,0,2014-04-04
2014-04-07,14.057376333645854,14.236831550341709,13.648614957614784,13.77822208404541,388500,0.0,0,2014-04-07
2014-04-08,13.638645731890911,13.88788998312698,13.499068608913822,13.718403816223145,242900,0.0,0,2014-04-08
2014-04-09,13.568857332582832,14.077315857185887,13.469160197878633,13.828071594238281,308900,0.0,0,2014-04-09
2014-04-10,13.957678036973373,14.077315163195324,12.88094295018445,13.289703369140625,613700,0.0,0,2014-04-10
2014-04-11,13.1301872613675,13.588796722727926,13.110247264842913,13.51900863647461,607100,0.0,0,2014-04-11
2014-04-14,13.808132031004554,14.07731533050537,13.668554906691044,14.077315330505371,540800,0.0,0,2014-04-14
2014-04-15,14.037436697868097,14.555865216921571,13.688494352290457,14.426258087158203,550900,0.0,0,2014-04-15
2014-04-16,15.35344549504851,15.35344549504851,14.755259862587028,14.974595069885254,546800,0.0,0,2014-04-16
2014-04-17,14.874897416321241,15.203899761322617,14.256771769628012,14.695441246032715,364200,0.0,0,2014-04-17
2014-04-21,14.466137170337262,15.074292826309412,14.2168929087565,14.226862907409668,253400,0.0,0,2014-04-21
2014-04-22,14.236831575498194,14.525954873187738,13.877920190680909,14.20692253112793,95200,0.0,0,2014-04-22
2014-04-23,14.256771999770796,14.376409131630618,13.339553038054092,13.499069213867188,247900,0.0,0,2014-04-23
2014-04-24,13.688494583176809,13.688494583176809,12.56191134159947,12.801185607910156,311800,0.0,0,2014-04-24
2014-04-25,12.890913423849842,13.020520553068364,12.342575862014986,12.711457252502441,426400,0.0,0,2014-04-25
2014-04-28,12.811155694887194,13.269765183868461,12.771276650227582,12.831094741821289,548600,0.0,0,2014-04-28
2014-04-29,12.930792500541996,13.209945806071346,12.811155369600845,13.040459632873535,270400,0.0,0,2014-04-29
2014-04-30,13.100278385336479,13.140157428105589,12.831094133551447,13.050429344177246,316300,0.0,0,2014-04-30
2014-05-01,13.080338876170167,13.409341228977851,12.920822699147218,13.000580787658691,522600,0.0,0,2014-05-01
2014-05-02,13.150126292670477,13.229885327889926,11.026566106283497,12.36251449584961,1524200,0.0,0,2014-05-02
2014-05-05,12.232908248901369,12.771275790980685,11.8839659185129,12.232908248901367,154000,0.0,0,2014-05-05
2014-05-06,12.252847689131771,12.362514820401628,11.604812998442938,11.624752044677734,105000,0.0,0,2014-05-06
2014-05-07,11.614782266387847,11.694540354422076,10.169165732278199,11.485176086425781,347500,0.0,0,2014-05-07
2014-05-08,11.425356847921885,11.714480149756561,11.215991632745643,11.525054931640625,234400,0.0,0,2014-05-08
2014-05-09,11.46523597420075,12.083361625671387,11.35556884194982,12.083361625671387,281300,0.0,0,2014-05-09
2014-05-12,11.933815060477682,12.252847399011575,11.814177933527471,12.163119316101074,248100,0.0,0,2014-05-12
2014-05-13,12.193028910510774,12.801185521781242,11.186082808863713,11.814178466796875,813100,0.0,0,2014-05-13
2014-05-14,11.744389015556996,12.422333692612394,11.395447629442474,11.993633270263672,334000,0.0,0,2014-05-14
2014-05-15,11.88396582793501,12.24287720298853,11.485175411208877,12.202998161315918,216400,0.0,0,2014-05-15
2014-05-16,12.163119474445024,12.202998517280921,11.724450003250162,11.794238090515137,189100,0.0,0,2014-05-16
2014-05-19,11.704510507215875,11.764329549424778,11.215991973876953,11.215991973876953,363300,0.0,0,2014-05-19
2014-05-20,11.26584061872538,11.535023922164578,10.757382105706313,10.767352104187012,319600,0.0,0,2014-05-20
2014-05-21,10.78729069107296,10.956776854863204,10.438349316227605,10.617804527282715,179400,0.0,0,2014-05-21
2014-05-22,10.62777510335357,10.767352231357727,10.438349883939944,10.59786605834961,262700,0.0,0,2014-05-22
2014-05-23,10.61780481719038,10.717502898891972,10.518107686280164,10.60783576965332,126300,0.0,0,2014-05-23
2014-05-27,10.637744663203758,11.156172208652892,10.348621371313133,10.976716995239258,703700,0.0,0,2014-05-27
2014-05-28,11.016596614096462,11.096354702188357,10.6776242643102,10.956777572631836,336100,0.0,0,2014-05-28
2014-05-29,11.166142520232452,12.053452417182328,10.956777306380971,11.395447731018066,534500,0.0,0,2014-05-29
2014-05-30,11.405416488647461,11.515084567413505,11.20602127833378,11.405416488647461,318100,0.0,0,2014-05-30
2014-06-02,11.465235575954635,11.564933656931656,10.906928033907773,11.106324195861816,320800,0.0,0,2014-06-02
2014-06-03,11.076414414490005,11.235931537284738,10.807231111932197,10.966747283935547,303400,0.0,0,2014-06-03
2014-06-04,11.066445567145797,11.09635461223996,10.797261308924133,10.926868438720703,256600,0.0,0,2014-06-04
2014-06-05,10.877019199485817,10.976717282383602,10.767352068931359,10.966747283935547,237900,0.0,0,2014-06-05
